+-------------------------+-----------+----------------+----------------+----------------+----------------+----------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+
|         Feature         | Estimator |    Accuracy    |   Precision    |     Recall     |       F1       |      AUC       |              Accuracy_best               |              Precision_best              |               Recall_best                |                 F1_best                  |                 AUC_best                 |
|        resting_bp       |  logistic | 0.588888888889 | 0.636363636364 | 0.325581395349 | 0.430769230769 | 0.577684314696 | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'newton-cg'} | {'penalty': 'l1', 'solver': 'newton-cg'} |
|       cholesterol       |  gaussian | 0.555555555556 |      0.55      | 0.261904761905 | 0.354838709677 | 0.537202380952 |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|       cholesterol       |  logistic | 0.555555555556 |      0.55      | 0.261904761905 | 0.354838709677 | 0.537202380952 | {'penalty': 'l2', 'solver': 'liblinear'} | {'penalty': 'l2', 'solver': 'liblinear'} | {'penalty': 'l2', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'newton-cg'} | {'penalty': 'l1', 'solver': 'liblinear'} |
|       blood_sugar       |  gaussian | 0.544444444444 |      0.0       |      0.0       |      0.0       |      0.5       |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|       blood_sugar       |  logistic | 0.544444444444 |      0.0       |      0.0       |      0.0       |      0.5       | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l2', 'solver': 'liblinear'} |   {'penalty': 'l1', 'solver': 'lbfgs'}   |
|           ecg           |  gaussian | 0.544444444444 | 0.45652173913  | 0.567567567568 | 0.506024096386 | 0.54793472718  |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|           ecg           |  logistic | 0.544444444444 | 0.45652173913  | 0.567567567568 | 0.506024096386 | 0.54793472718  | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} |
|          max_hr         |  gaussian | 0.655555555556 | 0.655172413793 |     0.475      | 0.550724637681 |     0.6375     |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|          max_hr         |  logistic | 0.688888888889 | 0.657894736842 |      0.6       | 0.641025641026 |      0.68      | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} |   {'penalty': 'l1', 'solver': 'lbfgs'}   | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'newton-cg'} |
| exercise_induced_angina |  gaussian | 0.722222222222 |      0.75      | 0.538461538462 | 0.626865671642 | 0.70060331825  |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
| exercise_induced_angina |  logistic | 0.722222222222 |      0.75      | 0.538461538462 | 0.626865671642 | 0.70060331825  | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'newton-cg'} | {'penalty': 'l1', 'solver': 'newton-cg'} | {'penalty': 'l1', 'solver': 'liblinear'} |
|      st_depression      |  gaussian | 0.611111111111 | 0.645161290323 | 0.454545454545 | 0.533333333333 | 0.607707509881 |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|      st_depression      |  logistic | 0.655555555556 | 0.651162790698 | 0.636363636364 | 0.64367816092  | 0.655138339921 | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} |
|          slope          |  gaussian | 0.622222222222 | 0.549019607843 | 0.717948717949 | 0.622222222222 | 0.633484162896 |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|          slope          |  logistic | 0.622222222222 | 0.549019607843 | 0.717948717949 | 0.622222222222 | 0.633484162896 | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} |
|    num_major_vessels    |  gaussian | 0.777777777778 | 0.744186046512 | 0.780487804878 | 0.761904761905 | 0.77799900448  |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|    num_major_vessels    |  logistic | 0.777777777778 | 0.744186046512 | 0.780487804878 | 0.761904761905 | 0.77799900448  | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} |
|           thal          |  gaussian | 0.777777777778 |     0.825      | 0.717391304348 | 0.767441860465 | 0.779150197628 |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|           thal          |  logistic | 0.777777777778 |     0.825      | 0.717391304348 | 0.767441860465 | 0.779150197628 | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} |
+-------------------------+-----------+----------------+----------------+----------------+----------------+----------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+
