+-----+----------+-------------------+-----------------------------------------------------------------------------------------------+---------------+----+---------+---------------------------------------------------------------------------------------------------------------------+-----------+----------------+--------+-------------+
| AUC | AUC_best |      Accuracy     |                                         Accuracy_best                                         |   Estimator   | F1 | F1_best |                                                       Feature                                                       | Precision | Precision_best | Recall | Recall_best |
|  0  |    0     |   0.653448275862  |                  {'max_features': None, 'max_leaf_nodes': 2, 'max_depth': 1}                  | decision_tree | 0  |    0    |                                            age : chest_pain : resting_bp                                            |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.68367816092   |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 20}       | random_forest | 0  |    0    |                                            age : chest_pain : resting_bp                                            |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.162135373584  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                            age : chest_pain : cholesterol                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.754252873563  |  {'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                            age : chest_pain : cholesterol                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.707011494253  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                            age : chest_pain : cholesterol                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.696896551724  |                                               {}                                              |    gaussian   | 0  |    0    |                                            age : chest_pain : cholesterol                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.747471264368  |        {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}       |      svc      | 0  |    0    |                                            age : chest_pain : cholesterol                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.68367816092   |                 {'max_features': 'auto', 'max_leaf_nodes': 30, 'max_depth': 1}                | decision_tree | 0  |    0    |                                            age : chest_pain : cholesterol                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.734252873563  |       {'max_features': 'log2', 'max_leaf_nodes': 15, 'bootstrap': False, 'max_depth': 1}      | random_forest | 0  |    0    |                                            age : chest_pain : cholesterol                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.227000870923  |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                              age : chest_pain : max_hr                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.707126436782  |  {'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                              age : chest_pain : max_hr                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.750804597701  |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                                              age : chest_pain : max_hr                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.757701149425  |                                               {}                                              |    gaussian   | 0  |    0    |                                              age : chest_pain : max_hr                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.754022988506  |         {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}        |      svc      | 0  |    0    |                                              age : chest_pain : max_hr                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.65724137931   |                 {'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 15}                | decision_tree | 0  |    0    |                                              age : chest_pain : max_hr                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.660344827586  |       {'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 10}       | random_forest | 0  |    0    |                                              age : chest_pain : max_hr                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.242192973051  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                      age : chest_pain : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.723793103448  | {'n_neighbors': 60, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                      age : chest_pain : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.747126436782  |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                                      age : chest_pain : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.750574712644  |                                               {}                                              |    gaussian   | 0  |    0    |                                      age : chest_pain : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.760689655172  |          {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}         |      svc      | 0  |    0    |                                      age : chest_pain : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.724252873563  |                 {'max_features': 'auto', 'max_leaf_nodes': 30, 'max_depth': 5}                | decision_tree | 0  |    0    |                                      age : chest_pain : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.734482758621  |      {'max_features': 'auto', 'max_leaf_nodes': 20, 'bootstrap': False, 'max_depth': 15}      | random_forest | 0  |    0    |                                      age : chest_pain : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.270942455492  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                           age : chest_pain : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.733908045977  |  {'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                           age : chest_pain : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.744022988506  |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                                           age : chest_pain : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.754252873563  |                                               {}                                              |    gaussian   | 0  |    0    |                                           age : chest_pain : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.75091954023   |         {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}        |      svc      | 0  |    0    |                                           age : chest_pain : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.711264367816  |                  {'max_features': None, 'max_leaf_nodes': 2, 'max_depth': 1}                  | decision_tree | 0  |    0    |                                           age : chest_pain : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.744252873563  |       {'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 15}      | random_forest | 0  |    0    |                                           age : chest_pain : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.278578202085  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                         age : chest_pain : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.764597701149  |  {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                         age : chest_pain : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.750804597701  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                         age : chest_pain : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.754022988506  |                                               {}                                              |    gaussian   | 0  |    0    |                                         age : chest_pain : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.754597701149  |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                         age : chest_pain : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.744942528736  |                 {'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 25}                | decision_tree | 0  |    0    |                                         age : chest_pain : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.707816091954  |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': False, 'max_depth': 20}      | random_forest | 0  |    0    |                                         age : chest_pain : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.345579762527  |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                               age : chest_pain : thal                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.791149425287  |  {'n_neighbors': 60, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                               age : chest_pain : thal                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.784137931034  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                               age : chest_pain : thal                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.78091954023   |                                               {}                                              |    gaussian   | 0  |    0    |                                               age : chest_pain : thal                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.78091954023   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                               age : chest_pain : thal                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.717586206897  |                 {'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 20}                | decision_tree | 0  |    0    |                                               age : chest_pain : thal                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.761379310345  |         {'max_features': None, 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 1}        | random_forest | 0  |    0    |                                               age : chest_pain : thal                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0147600626288  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                            age : resting_bp : cholesterol                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.538505747126  |  {'n_neighbors': 60, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                            age : resting_bp : cholesterol                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.59908045977   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                            age : resting_bp : cholesterol                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.605977011494  |                                               {}                                              |    gaussian   | 0  |    0    |                                            age : resting_bp : cholesterol                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.599540229885  |       {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.0001, 'probability': True}       |      svc      | 0  |    0    |                                            age : resting_bp : cholesterol                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.541954022989  |                 {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 5}                 | decision_tree | 0  |    0    |                                            age : resting_bp : cholesterol                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.562643678161  |        {'max_features': None, 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 25}        | random_forest | 0  |    0    |                                            age : resting_bp : cholesterol                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.15673051223   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                              age : resting_bp : max_hr                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.667471264368  |  {'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                              age : resting_bp : max_hr                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.683563218391  |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                                              age : resting_bp : max_hr                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.697011494253  |                                               {}                                              |    gaussian   | 0  |    0    |                                              age : resting_bp : max_hr                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.657126436782  |       {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.0001, 'probability': True}       |      svc      | 0  |    0    |                                              age : resting_bp : max_hr                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.576206896552  |                 {'max_features': 'auto', 'max_leaf_nodes': 25, 'max_depth': 1}                | decision_tree | 0  |    0    |                                              age : resting_bp : max_hr                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.654137931034  |        {'max_features': None, 'max_leaf_nodes': 5, 'bootstrap': False, 'max_depth': 1}        | random_forest | 0  |    0    |                                              age : resting_bp : max_hr                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.182952233377  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                      age : resting_bp : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.659425287356  |  {'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                      age : resting_bp : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.686666666667  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                      age : resting_bp : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.696896551724  |                                               {}                                              |    gaussian   | 0  |    0    |                                      age : resting_bp : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.710459770115  |         {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}        |      svc      | 0  |    0    |                                      age : resting_bp : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.586091954023  |                  {'max_features': None, 'max_leaf_nodes': 2, 'max_depth': 1}                  | decision_tree | 0  |    0    |                                      age : resting_bp : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |        0.67       |       {'max_features': 'log2', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 10}       | random_forest | 0  |    0    |                                      age : resting_bp : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.164865460501  |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                           age : resting_bp : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.642413793103  |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                           age : resting_bp : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.676781609195  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                           age : resting_bp : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.683448275862  |                                               {}                                              |    gaussian   | 0  |    0    |                                           age : resting_bp : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.679885057471  |        {'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}        |      svc      | 0  |    0    |                                           age : resting_bp : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.586206896552  |                 {'max_features': 'auto', 'max_leaf_nodes': 15, 'max_depth': 1}                | decision_tree | 0  |    0    |                                           age : resting_bp : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.61632183908   |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 10}       | random_forest | 0  |    0    |                                           age : resting_bp : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.19133016523   |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                         age : resting_bp : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.72724137931   |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                         age : resting_bp : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.720804597701  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                         age : resting_bp : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.720574712644  |                                               {}                                              |    gaussian   | 0  |    0    |                                         age : resting_bp : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.741149425287  |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                         age : resting_bp : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.59275862069   |                 {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 | decision_tree | 0  |    0    |                                         age : resting_bp : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.646781609195  |        {'max_features': 'log2', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       | random_forest | 0  |    0    |                                         age : resting_bp : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.271784200525  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                               age : resting_bp : thal                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.717586206897  |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                               age : resting_bp : thal                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.760689655172  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                               age : resting_bp : thal                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.747471264368  |                                               {}                                              |    gaussian   | 0  |    0    |                                               age : resting_bp : thal                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.76091954023   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                               age : resting_bp : thal                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.64632183908   |                 {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 | decision_tree | 0  |    0    |                                               age : resting_bp : thal                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.645977011494  |       {'max_features': 'auto', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 1}       | random_forest | 0  |    0    |                                               age : resting_bp : thal                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.148570653231  |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                              age : cholesterol : max_hr                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.694137931034  |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                              age : cholesterol : max_hr                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.683793103448  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                              age : cholesterol : max_hr                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.680689655172  |                                               {}                                              |    gaussian   | 0  |    0    |                                              age : cholesterol : max_hr                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.670804597701  |       {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.0001, 'probability': True}       |      svc      | 0  |    0    |                                              age : cholesterol : max_hr                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.607126436782  |                 {'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 25}                | decision_tree | 0  |    0    |                                              age : cholesterol : max_hr                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.640229885057  |        {'max_features': None, 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 25}       | random_forest | 0  |    0    |                                              age : cholesterol : max_hr                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.178229799094  |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                     age : cholesterol : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.69724137931   | {'n_neighbors': 30, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                     age : cholesterol : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.690229885057  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                     age : cholesterol : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.703793103448  |                                               {}                                              |    gaussian   | 0  |    0    |                                     age : cholesterol : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.700459770115  |         {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}        |      svc      | 0  |    0    |                                     age : cholesterol : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.643103448276  |                  {'max_features': None, 'max_leaf_nodes': 10, 'max_depth': 5}                 | decision_tree | 0  |    0    |                                     age : cholesterol : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.670344827586  |       {'max_features': 'sqrt', 'max_leaf_nodes': 10, 'bootstrap': True, 'max_depth': 20}      | random_forest | 0  |    0    |                                     age : cholesterol : exercise_induced_angina                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.166506133024  |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                          age : cholesterol : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.673563218391  |  {'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                          age : cholesterol : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.683448275862  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                          age : cholesterol : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.69367816092   |                                               {}                                              |    gaussian   | 0  |    0    |                                          age : cholesterol : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.696896551724  |        {'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}        |      svc      | 0  |    0    |                                          age : cholesterol : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.602298850575  |                {'max_features': 'sqrt', 'max_leaf_nodes': 25, 'max_depth': 15}                | decision_tree | 0  |    0    |                                          age : cholesterol : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.602643678161  |       {'max_features': 'log2', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 10}      | random_forest | 0  |    0    |                                          age : cholesterol : st_depression                                          |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.185292481461  |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                        age : cholesterol : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.714022988506  |  {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                        age : cholesterol : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.747701149425  |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                                        age : cholesterol : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.744367816092  |                                               {}                                              |    gaussian   | 0  |    0    |                                        age : cholesterol : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.744367816092  |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                        age : cholesterol : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.608505747126  |                 {'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 1}                 | decision_tree | 0  |    0    |                                        age : cholesterol : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.666666666667  |       {'max_features': 'sqrt', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 5}       | random_forest | 0  |    0    |                                        age : cholesterol : num_major_vessels                                        |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.27192464665   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                               age : cholesterol : thal                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.713563218391  |  {'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                               age : cholesterol : thal                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.767471264368  |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                               age : cholesterol : thal                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.754022988506  |                                               {}                                              |    gaussian   | 0  |    0    |                                               age : cholesterol : thal                                              |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.767586206897  |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                               age : cholesterol : thal                                              |     0     |       0        |   0    |      0      |
