+-------------------------+---------------+------------------+-----------+--------+-----+-----+-----------------------------------------------------------------------------------------------+----------------+-------------+---------+----------+
|         Feature         |   Estimator   |     Accuracy     | Precision | Recall |  F1 | AUC |                                         Accuracy_best                                         | Precision_best | Recall_best | F1_best | AUC_best |
|          max_hr         |      svc      |  0.710689655172  |    0.0    |  0.0   | 0.0 | 0.0 |        {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}       |      0.0       |     0.0     |   0.0   |   0.0    |
|          max_hr         | decision_tree |  0.613103448276  |    0.0    |  0.0   | 0.0 | 0.0 |                 {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |      0.0       |     0.0     |   0.0   |   0.0    |
|          max_hr         | random_forest |  0.602988505747  |    0.0    |  0.0   | 0.0 | 0.0 |       {'max_features': 'sqrt', 'max_leaf_nodes': 30, 'bootstrap': True, 'max_depth': 1}       |      0.0       |     0.0     |   0.0   |   0.0    |
| exercise_induced_angina |     linear    |  0.149370661941  |    0.0    |  0.0   | 0.0 | 0.0 |                                      {'normalize': True}                                      |      0.0       |     0.0     |   0.0   |   0.0    |
| exercise_induced_angina |      knn      |  0.545517241379  |    0.0    |  0.0   | 0.0 | 0.0 |  {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      0.0       |     0.0     |   0.0   |   0.0    |
| exercise_induced_angina |    logistic   |  0.710459770115  |    0.0    |  0.0   | 0.0 | 0.0 |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |      0.0       |     0.0     |   0.0   |   0.0    |
| exercise_induced_angina |    gaussian   |  0.710459770115  |    0.0    |  0.0   | 0.0 | 0.0 |                                               {}                                              |      0.0       |     0.0     |   0.0   |   0.0    |
| exercise_induced_angina |      svc      |  0.710459770115  |    0.0    |  0.0   | 0.0 | 0.0 |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      0.0       |     0.0     |   0.0   |   0.0    |
| exercise_induced_angina | decision_tree |  0.710459770115  |    0.0    |  0.0   | 0.0 | 0.0 |                 {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |      0.0       |     0.0     |   0.0   |   0.0    |
| exercise_induced_angina | random_forest |  0.710459770115  |    0.0    |  0.0   | 0.0 | 0.0 |        {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |      0.0       |     0.0     |   0.0   |   0.0    |
|        chest_pain       |     linear    |  0.134854599657  |    0.0    |  0.0   | 0.0 | 0.0 |                                      {'normalize': True}                                      |      0.0       |     0.0     |   0.0   |   0.0    |
|        chest_pain       |      knn      |  0.700804597701  |    0.0    |  0.0   | 0.0 | 0.0 |  {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      0.0       |     0.0     |   0.0   |   0.0    |
|        chest_pain       |    logistic   |  0.754137931034  |    0.0    |  0.0   | 0.0 | 0.0 |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |      0.0       |     0.0     |   0.0   |   0.0    |
|        chest_pain       |    gaussian   |  0.754137931034  |    0.0    |  0.0   | 0.0 | 0.0 |                                               {}                                              |      0.0       |     0.0     |   0.0   |   0.0    |
|        chest_pain       |      svc      |  0.754137931034  |    0.0    |  0.0   | 0.0 | 0.0 |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      0.0       |     0.0     |   0.0   |   0.0    |
|        chest_pain       | decision_tree |  0.754137931034  |    0.0    |  0.0   | 0.0 | 0.0 |                 {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |      0.0       |     0.0     |   0.0   |   0.0    |
|        chest_pain       | random_forest |  0.754137931034  |    0.0    |  0.0   | 0.0 | 0.0 |        {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |      0.0       |     0.0     |   0.0   |   0.0    |
|           thal          |     linear    |  0.252963029581  |    0.0    |  0.0   | 0.0 | 0.0 |                                      {'normalize': True}                                      |      0.0       |     0.0     |   0.0   |   0.0    |
|           thal          |      knn      |  0.531379310345  |    0.0    |  0.0   | 0.0 | 0.0 |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      0.0       |     0.0     |   0.0   |   0.0    |
|           thal          |    logistic   |  0.764252873563  |    0.0    |  0.0   | 0.0 | 0.0 |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |      0.0       |     0.0     |   0.0   |   0.0    |
|           thal          |    gaussian   |  0.764252873563  |    0.0    |  0.0   | 0.0 | 0.0 |                                               {}                                              |      0.0       |     0.0     |   0.0   |   0.0    |
|           thal          |      svc      |  0.764252873563  |    0.0    |  0.0   | 0.0 | 0.0 |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      0.0       |     0.0     |   0.0   |   0.0    |
|           thal          | decision_tree |  0.764252873563  |    0.0    |  0.0   | 0.0 | 0.0 |                 {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |      0.0       |     0.0     |   0.0   |   0.0    |
|           thal          | random_forest |  0.764252873563  |    0.0    |  0.0   | 0.0 | 0.0 |        {'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 1}       |      0.0       |     0.0     |   0.0   |   0.0    |
|    num_major_vessels    |     linear    |  0.190096275211  |    0.0    |  0.0   | 0.0 | 0.0 |                                      {'normalize': False}                                     |      0.0       |     0.0     |   0.0   |   0.0    |
|    num_major_vessels    |      knn      |  0.727126436782  |    0.0    |  0.0   | 0.0 | 0.0 |  {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      0.0       |     0.0     |   0.0   |   0.0    |
|    num_major_vessels    |    logistic   |  0.744367816092  |    0.0    |  0.0   | 0.0 | 0.0 |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |      0.0       |     0.0     |   0.0   |   0.0    |
|    num_major_vessels    |    gaussian   |  0.700344827586  |    0.0    |  0.0   | 0.0 | 0.0 |                                               {}                                              |      0.0       |     0.0     |   0.0   |   0.0    |
|    num_major_vessels    |      svc      |  0.744367816092  |    0.0    |  0.0   | 0.0 | 0.0 |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      0.0       |     0.0     |   0.0   |   0.0    |
|    num_major_vessels    | decision_tree |  0.744367816092  |    0.0    |  0.0   | 0.0 | 0.0 |                 {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |      0.0       |     0.0     |   0.0   |   0.0    |
|    num_major_vessels    | random_forest |  0.744367816092  |    0.0    |  0.0   | 0.0 | 0.0 |        {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |      0.0       |     0.0     |   0.0   |   0.0    |
+-------------------------+---------------+------------------+-----------+--------+-----+-----+-----------------------------------------------------------------------------------------------+----------------+-------------+---------+----------+
