+-----+----------+--------------------+-----------------------------------------------------------------------------------------------+---------------+----+---------+-----------------------------------------------------------------------------------------------------------------------------+-----------+----------------+--------+-------------+
| AUC | AUC_best |      Accuracy      |                                         Accuracy_best                                         |   Estimator   | F1 | F1_best |                                                           Feature                                                           | Precision | Precision_best | Recall | Recall_best |
|  0  |    0     |   0.077134685911   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                              systolic_bp : tobacco_use : type_a                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.633950046253   | {'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                              systolic_bp : tobacco_use : type_a                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.67941720629    |                            {'penalty': 'l2', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                              systolic_bp : tobacco_use : type_a                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.694727104533   |                                               {}                                              |    gaussian   | 0  |    0    |                                              systolic_bp : tobacco_use : type_a                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.690379278446   |          {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}         |      svc      | 0  |    0    |                                              systolic_bp : tobacco_use : type_a                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.610222016651   |                 {'max_features': 'log2', 'max_leaf_nodes': 20, 'max_depth': 1}                | decision_tree | 0  |    0    |                                              systolic_bp : tobacco_use : type_a                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.670814061055   |       {'max_features': 'sqrt', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 1}       | random_forest | 0  |    0    |                                              systolic_bp : tobacco_use : type_a                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0664868916999   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                         systolic_bp : tobacco_use : overall_obesity                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.631822386679   | {'n_neighbors': 30, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                         systolic_bp : tobacco_use : overall_obesity                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.677335800185   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                         systolic_bp : tobacco_use : overall_obesity                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.679648473636   |                                               {}                                              |    gaussian   | 0  |    0    |                                         systolic_bp : tobacco_use : overall_obesity                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.662303422757   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                         systolic_bp : tobacco_use : overall_obesity                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.590888066605   |                  {'max_features': None, 'max_leaf_nodes': 2, 'max_depth': 1}                  | decision_tree | 0  |    0    |                                         systolic_bp : tobacco_use : overall_obesity                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.625439407956   |         {'max_features': None, 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}        | random_forest | 0  |    0    |                                         systolic_bp : tobacco_use : overall_obesity                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0626705238677   |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                           systolic_bp : tobacco_use : alcohol_use                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.664569842738   |  {'n_neighbors': 40, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                           systolic_bp : tobacco_use : alcohol_use                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.68598519889    |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                           systolic_bp : tobacco_use : alcohol_use                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.677335800185   |                                               {}                                              |    gaussian   | 0  |    0    |                                           systolic_bp : tobacco_use : alcohol_use                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.670814061055   |         {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}        |      svc      | 0  |    0    |                                           systolic_bp : tobacco_use : alcohol_use                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.597409805735   |                 {'max_features': 'auto', 'max_leaf_nodes': 30, 'max_depth': 1}                | decision_tree | 0  |    0    |                                           systolic_bp : tobacco_use : alcohol_use                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.681544865865   |       {'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 10}       | random_forest | 0  |    0    |                                           systolic_bp : tobacco_use : alcohol_use                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.12609270603    |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                               systolic_bp : tobacco_use : age                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.636632747456   |  {'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                               systolic_bp : tobacco_use : age                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.699028677151   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                               systolic_bp : tobacco_use : age                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.68177613321    |                                               {}                                              |    gaussian   | 0  |    0    |                                               systolic_bp : tobacco_use : age                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.690333024977   |         {'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}         |      svc      | 0  |    0    |                                               systolic_bp : tobacco_use : age                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.588714153562   |                 {'max_features': 'log2', 'max_leaf_nodes': 30, 'max_depth': 1}                | decision_tree | 0  |    0    |                                               systolic_bp : tobacco_use : age                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.631868640148   |       {'max_features': 'auto', 'max_leaf_nodes': 15, 'bootstrap': True, 'max_depth': 1}       | random_forest | 0  |    0    |                                               systolic_bp : tobacco_use : age                                               |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0609217802175   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                     systolic_bp : ldl_cholesterol : abdominal_adiposity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.636123959297   | {'n_neighbors': 30, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                     systolic_bp : ldl_cholesterol : abdominal_adiposity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.677520814061   |                            {'penalty': 'l2', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                     systolic_bp : ldl_cholesterol : abdominal_adiposity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.664523589269   |                                               {}                                              |    gaussian   | 0  |    0    |                                     systolic_bp : ldl_cholesterol : abdominal_adiposity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.686123959297   |         {'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}         |      svc      | 0  |    0    |                                     systolic_bp : ldl_cholesterol : abdominal_adiposity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.590841813136   |                 {'max_features': None, 'max_leaf_nodes': 10, 'max_depth': 20}                 | decision_tree | 0  |    0    |                                     systolic_bp : ldl_cholesterol : abdominal_adiposity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.623450508788   |        {'max_features': None, 'max_leaf_nodes': 10, 'bootstrap': False, 'max_depth': 5}       | random_forest | 0  |    0    |                                     systolic_bp : ldl_cholesterol : abdominal_adiposity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.100309963223   |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                        systolic_bp : ldl_cholesterol : family_history                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.653977798335   |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                        systolic_bp : ldl_cholesterol : family_history                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.705735430157   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                        systolic_bp : ldl_cholesterol : family_history                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.707909343201   |                                               {}                                              |    gaussian   | 0  |    0    |                                        systolic_bp : ldl_cholesterol : family_history                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.727428307123   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                        systolic_bp : ldl_cholesterol : family_history                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.588575393154   |                 {'max_features': 'sqrt', 'max_leaf_nodes': 5, 'max_depth': 20}                | decision_tree | 0  |    0    |                                        systolic_bp : ldl_cholesterol : family_history                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.675439407956   |       {'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 30}       | random_forest | 0  |    0    |                                        systolic_bp : ldl_cholesterol : family_history                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0578120457145   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                            systolic_bp : ldl_cholesterol : type_a                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.620906567993   | {'n_neighbors': 40, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                            systolic_bp : ldl_cholesterol : type_a                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.690425531915   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                            systolic_bp : ldl_cholesterol : type_a                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.688251618871   |                                               {}                                              |    gaussian   | 0  |    0    |                                            systolic_bp : ldl_cholesterol : type_a                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.681591119334   |       {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.0001, 'probability': True}       |      svc      | 0  |    0    |                                            systolic_bp : ldl_cholesterol : type_a                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.59717853839    |                 {'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 15}                | decision_tree | 0  |    0    |                                            systolic_bp : ldl_cholesterol : type_a                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.642599444958   |       {'max_features': 'log2', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 10}       | random_forest | 0  |    0    |                                            systolic_bp : ldl_cholesterol : type_a                                           |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0499553335484   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                       systolic_bp : ldl_cholesterol : overall_obesity                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.619333950046   |  {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                       systolic_bp : ldl_cholesterol : overall_obesity                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.675346901018   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                       systolic_bp : ldl_cholesterol : overall_obesity                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.679648473636   |                                               {}                                              |    gaussian   | 0  |    0    |                                       systolic_bp : ldl_cholesterol : overall_obesity                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.675346901018   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                       systolic_bp : ldl_cholesterol : overall_obesity                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.599398704903   |                 {'max_features': 'sqrt', 'max_leaf_nodes': 25, 'max_depth': 1}                | decision_tree | 0  |    0    |                                       systolic_bp : ldl_cholesterol : overall_obesity                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.618825161887   |         {'max_features': None, 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 5}        | random_forest | 0  |    0    |                                       systolic_bp : ldl_cholesterol : overall_obesity                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0477931349109   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                         systolic_bp : ldl_cholesterol : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.618963922294   | {'n_neighbors': 50, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      knn      | 0  |    0    |                                         systolic_bp : ldl_cholesterol : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.68177613321    |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                         systolic_bp : ldl_cholesterol : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.673034227567   |                                               {}                                              |    gaussian   | 0  |    0    |                                         systolic_bp : ldl_cholesterol : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.69250693802    |          {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}         |      svc      | 0  |    0    |                                         systolic_bp : ldl_cholesterol : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.577798334875   |                 {'max_features': 'log2', 'max_leaf_nodes': 5, 'max_depth': 25}                | decision_tree | 0  |    0    |                                         systolic_bp : ldl_cholesterol : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.629602220167   |      {'max_features': 'log2', 'max_leaf_nodes': 10, 'bootstrap': False, 'max_depth': 15}      | random_forest | 0  |    0    |                                         systolic_bp : ldl_cholesterol : alcohol_use                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.128286695211   |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                             systolic_bp : ldl_cholesterol : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.649444958372   | {'n_neighbors': 60, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                             systolic_bp : ldl_cholesterol : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.688344125809   |                            {'penalty': 'l2', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                             systolic_bp : ldl_cholesterol : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.688205365402   |                                               {}                                              |    gaussian   | 0  |    0    |                                             systolic_bp : ldl_cholesterol : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.668732654949   |        {'C': 100, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}        |      svc      | 0  |    0    |                                             systolic_bp : ldl_cholesterol : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |    0.6210453284    |                {'max_features': 'log2', 'max_leaf_nodes': 10, 'max_depth': 20}                | decision_tree | 0  |    0    |                                             systolic_bp : ldl_cholesterol : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.599398704903   |       {'max_features': 'auto', 'max_leaf_nodes': 15, 'bootstrap': False, 'max_depth': 1}      | random_forest | 0  |    0    |                                             systolic_bp : ldl_cholesterol : age                                             |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0806637332873   |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                      systolic_bp : abdominal_adiposity : family_history                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.679740980574   | {'n_neighbors': 20, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                      systolic_bp : abdominal_adiposity : family_history                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.681822386679   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                      systolic_bp : abdominal_adiposity : family_history                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.677474560592   |                                               {}                                              |    gaussian   | 0  |    0    |                                      systolic_bp : abdominal_adiposity : family_history                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.694727104533   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                      systolic_bp : abdominal_adiposity : family_history                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.597687326549   |                 {'max_features': 'log2', 'max_leaf_nodes': 20, 'max_depth': 1}                | decision_tree | 0  |    0    |                                      systolic_bp : abdominal_adiposity : family_history                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.636355226642   |       {'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 30}       | random_forest | 0  |    0    |                                      systolic_bp : abdominal_adiposity : family_history                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0410848505968   |                                      {'normalize': False}                                     |     linear    | 0  |    0    |                                          systolic_bp : abdominal_adiposity : type_a                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.621091581869   |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                          systolic_bp : abdominal_adiposity : type_a                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.668778908418   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                          systolic_bp : abdominal_adiposity : type_a                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.672987974098   |                                               {}                                              |    gaussian   | 0  |    0    |                                          systolic_bp : abdominal_adiposity : type_a                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |    0.6710453284    |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                          systolic_bp : abdominal_adiposity : type_a                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.527937095282   |                 {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 15}                | decision_tree | 0  |    0    |                                          systolic_bp : abdominal_adiposity : type_a                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.599583718779   |        {'max_features': 'sqrt', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 5}       | random_forest | 0  |    0    |                                          systolic_bp : abdominal_adiposity : type_a                                         |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0466315609093   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                     systolic_bp : abdominal_adiposity : overall_obesity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.619010175763   | {'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                     systolic_bp : abdominal_adiposity : overall_obesity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.670906567993   |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |    logistic   | 0  |    0    |                                     systolic_bp : abdominal_adiposity : overall_obesity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.653607770583   |                                               {}                                              |    gaussian   | 0  |    0    |                                     systolic_bp : abdominal_adiposity : overall_obesity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.649398704903   |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      svc      | 0  |    0    |                                     systolic_bp : abdominal_adiposity : overall_obesity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.623404255319   |                {'max_features': 'log2', 'max_leaf_nodes': 15, 'max_depth': 15}                | decision_tree | 0  |    0    |                                     systolic_bp : abdominal_adiposity : overall_obesity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.627798334875   |       {'max_features': 'sqrt', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 5}       | random_forest | 0  |    0    |                                     systolic_bp : abdominal_adiposity : overall_obesity                                     |     0     |       0        |   0    |      0      |
|  0  |    0     |  0.0248825456884   |                                      {'normalize': True}                                      |     linear    | 0  |    0    |                                       systolic_bp : abdominal_adiposity : alcohol_use                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.643108233117   |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      knn      | 0  |    0    |                                       systolic_bp : abdominal_adiposity : alcohol_use                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.642691951896   |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |    logistic   | 0  |    0    |                                       systolic_bp : abdominal_adiposity : alcohol_use                                       |     0     |       0        |   0    |      0      |
|  0  |    0     |   0.642691951896   |                                               {}                                              |    gaussian   | 0  |    0    |                                       systolic_bp : abdominal_adiposity : alcohol_use                                       |     0     |       0        |   0    |      0      |
