+---------------+---------------+-------------------+-----------+--------+-----+-----+-----------------------------------------------------------------------------------------------+----------------+-------------+---------+----------+
|    Feature    |   Estimator   |      Accuracy     | Precision | Recall |  F1 | AUC |                                         Accuracy_best                                         | Precision_best | Recall_best | F1_best | AUC_best |
|      ecg      |     linear    | -0.00924714615562 |    0.0    |  0.0   | 0.0 | 0.0 |                                      {'normalize': True}                                      |      0.0       |     0.0     |   0.0   |   0.0    |
|      ecg      |      knn      |   0.528850574713  |    0.0    |  0.0   | 0.0 | 0.0 | {'n_neighbors': 50, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      0.0       |     0.0     |   0.0   |   0.0    |
|      ecg      |    logistic   |   0.578965517241  |    0.0    |  0.0   | 0.0 | 0.0 |                              {'penalty': 'l2', 'solver': 'lbfgs'}                             |      0.0       |     0.0     |   0.0   |   0.0    |
|      ecg      |    gaussian   |   0.578965517241  |    0.0    |  0.0   | 0.0 | 0.0 |                                               {}                                              |      0.0       |     0.0     |   0.0   |   0.0    |
|      ecg      |      svc      |   0.585862068966  |    0.0    |  0.0   | 0.0 | 0.0 |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      0.0       |     0.0     |   0.0   |   0.0    |
|      ecg      | decision_tree |   0.585862068966  |    0.0    |  0.0   | 0.0 | 0.0 |                 {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |      0.0       |     0.0     |   0.0   |   0.0    |
|      ecg      | random_forest |   0.582413793103  |    0.0    |  0.0   | 0.0 | 0.0 |        {'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 1}       |      0.0       |     0.0     |   0.0   |   0.0    |
|     max_hr    |     linear    |   0.149481084203  |    0.0    |  0.0   | 0.0 | 0.0 |                                      {'normalize': True}                                      |      0.0       |     0.0     |   0.0   |   0.0    |
|     max_hr    |      knn      |   0.616666666667  |    0.0    |  0.0   | 0.0 | 0.0 |  {'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      0.0       |     0.0     |   0.0   |   0.0    |
|     max_hr    |    logistic   |   0.710689655172  |    0.0    |  0.0   | 0.0 | 0.0 |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |      0.0       |     0.0     |   0.0   |   0.0    |
|     max_hr    |    gaussian   |   0.690114942529  |    0.0    |  0.0   | 0.0 | 0.0 |                                               {}                                              |      0.0       |     0.0     |   0.0   |   0.0    |
|     max_hr    |      svc      |   0.710689655172  |    0.0    |  0.0   | 0.0 | 0.0 |        {'C': 1000, 'shrinking': True, 'degree': 1, 'gamma': 0.001, 'probability': True}       |      0.0       |     0.0     |   0.0   |   0.0    |
|     max_hr    | decision_tree |   0.613103448276  |    0.0    |  0.0   | 0.0 | 0.0 |                 {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |      0.0       |     0.0     |   0.0   |   0.0    |
|     max_hr    | random_forest |   0.599770114943  |    0.0    |  0.0   | 0.0 | 0.0 |       {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 10}       |      0.0       |     0.0     |   0.0   |   0.0    |
| st_depression |     linear    |   0.15324006353   |    0.0    |  0.0   | 0.0 | 0.0 |                                      {'normalize': True}                                      |      0.0       |     0.0     |   0.0   |   0.0    |
| st_depression |      knn      |   0.676896551724  |    0.0    |  0.0   | 0.0 | 0.0 |  {'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 20, 'algorithm': 'ball_tree', 'p': 1} |      0.0       |     0.0     |   0.0   |   0.0    |
| st_depression |    logistic   |   0.677011494253  |    0.0    |  0.0   | 0.0 | 0.0 |                              {'penalty': 'l1', 'solver': 'lbfgs'}                             |      0.0       |     0.0     |   0.0   |   0.0    |
| st_depression |    gaussian   |   0.677011494253  |    0.0    |  0.0   | 0.0 | 0.0 |                                               {}                                              |      0.0       |     0.0     |   0.0   |   0.0    |
| st_depression |      svc      |   0.670114942529  |    0.0    |  0.0   | 0.0 | 0.0 |          {'C': 10, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}         |      0.0       |     0.0     |   0.0   |   0.0    |
| st_depression | decision_tree |   0.683908045977  |    0.0    |  0.0   | 0.0 | 0.0 |                 {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |      0.0       |     0.0     |   0.0   |   0.0    |
| st_depression | random_forest |   0.677356321839  |    0.0    |  0.0   | 0.0 | 0.0 |       {'max_features': 'auto', 'max_leaf_nodes': 30, 'bootstrap': True, 'max_depth': 20}      |      0.0       |     0.0     |   0.0   |   0.0    |
|     slope     |     linear    |  0.0828789509926  |    0.0    |  0.0   | 0.0 | 0.0 |                                      {'normalize': True}                                      |      0.0       |     0.0     |   0.0   |   0.0    |
|     slope     |      knn      |   0.676436781609  |    0.0    |  0.0   | 0.0 | 0.0 |  {'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1} |      0.0       |     0.0     |   0.0   |   0.0    |
|     slope     |    logistic   |   0.686436781609  |    0.0    |  0.0   | 0.0 | 0.0 |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |      0.0       |     0.0     |   0.0   |   0.0    |
|     slope     |    gaussian   |   0.686436781609  |    0.0    |  0.0   | 0.0 | 0.0 |                                               {}                                              |      0.0       |     0.0     |   0.0   |   0.0    |
|     slope     |      svc      |   0.673103448276  |    0.0    |  0.0   | 0.0 | 0.0 |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      0.0       |     0.0     |   0.0   |   0.0    |
|     slope     | decision_tree |   0.673103448276  |    0.0    |  0.0   | 0.0 | 0.0 |                 {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |      0.0       |     0.0     |   0.0   |   0.0    |
|     slope     | random_forest |   0.673103448276  |    0.0    |  0.0   | 0.0 | 0.0 |        {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |      0.0       |     0.0     |   0.0   |   0.0    |
|      thal     |     linear    |   0.252963029581  |    0.0    |  0.0   | 0.0 | 0.0 |                                      {'normalize': False}                                     |      0.0       |     0.0     |   0.0   |   0.0    |
|      thal     |      knn      |   0.531379310345  |    0.0    |  0.0   | 0.0 | 0.0 | {'n_neighbors': 10, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2} |      0.0       |     0.0     |   0.0   |   0.0    |
|      thal     |    logistic   |   0.764252873563  |    0.0    |  0.0   | 0.0 | 0.0 |                            {'penalty': 'l1', 'solver': 'liblinear'}                           |      0.0       |     0.0     |   0.0   |   0.0    |
|      thal     |    gaussian   |   0.764252873563  |    0.0    |  0.0   | 0.0 | 0.0 |                                               {}                                              |      0.0       |     0.0     |   0.0   |   0.0    |
|      thal     |      svc      |   0.764252873563  |    0.0    |  0.0   | 0.0 | 0.0 |          {'C': 1, 'shrinking': True, 'degree': 1, 'gamma': 0.0, 'probability': True}          |      0.0       |     0.0     |   0.0   |   0.0    |
|      thal     | decision_tree |   0.764252873563  |    0.0    |  0.0   | 0.0 | 0.0 |                 {'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}                 |      0.0       |     0.0     |   0.0   |   0.0    |
|      thal     | random_forest |   0.764252873563  |    0.0    |  0.0   | 0.0 | 0.0 |        {'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}       |      0.0       |     0.0     |   0.0   |   0.0    |
+---------------+---------------+-------------------+-----------+--------+-----+-----+-----------------------------------------------------------------------------------------------+----------------+-------------+---------+----------+
