+-------------------------+-----------+----------------+----------------+-----------------+-----------------+----------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+
|         Feature         | Estimator |    Accuracy    |   Precision    |      Recall     |        F1       |      AUC       |              Accuracy_best               |              Precision_best              |               Recall_best                |                 F1_best                  |                 AUC_best                 |
|          max_hr         |  logistic | 0.703703703704 | 0.735090556986 |  0.598485661771 |  0.647161311214 | 0.745906983015 | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l2', 'solver': 'liblinear'} |   {'penalty': 'l1', 'solver': 'lbfgs'}   |   {'penalty': 'l1', 'solver': 'lbfgs'}   | {'penalty': 'l1', 'solver': 'liblinear'} |
| exercise_induced_angina |  gaussian | 0.710437710438 | 0.763782991202 |  0.539984384912 |  0.631836301992 | 0.69807220055  |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
| exercise_induced_angina |  logistic | 0.710437710438 | 0.766554054054 |  0.569202898551 |  0.631836301992 | 0.69807220055  | {'penalty': 'l1', 'solver': 'liblinear'} |   {'penalty': 'l2', 'solver': 'lbfgs'}   |   {'penalty': 'l2', 'solver': 'lbfgs'}   | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} |
|      st_depression      |  gaussian | 0.680134680135 | 0.750797389796 |  0.49636786545  |  0.587326393128 | 0.73319430749  |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|      st_depression      |  logistic | 0.676767676768 | 0.708660680883 |  0.547484506905 |  0.608046274713 | 0.756543602667 | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l2', 'solver': 'liblinear'} |
|          slope          |  gaussian | 0.686868686869 | 0.639430744694 |  0.737045169895 |  0.684275880369 | 0.685021269726 |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|          slope          |  logistic | 0.686868686869 | 0.639430744694 |  0.75352624691  |  0.684275880369 | 0.685021269726 | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l2', 'solver': 'newton-cg'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} |
|    num_major_vessels    |  gaussian | 0.680134680135 | 0.801360005282 |  0.444420045869 |  0.544595637338 | 0.753661990836 |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|    num_major_vessels    |  logistic | 0.744107744108 | 0.751083484417 |  0.671521983116 |  0.708389649566 | 0.767222881883 | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l2', 'solver': 'liblinear'} |
|           thal          |  gaussian | 0.76430976431  | 0.753861766905 |  0.729759755364 |  0.739222598912 | 0.766668467149 |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|           thal          |  logistic | 0.76430976431  | 0.753861766905 |  0.729759755364 |  0.779455067617 | 0.794863925374 | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'newton-cg'} | {'penalty': 'l1', 'solver': 'newton-cg'} |
+-------------------------+-----------+----------------+----------------+-----------------+-----------------+----------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+
