Feature	Estimator	Accuracy	Precision	Recall	F1	AUC	Accuracy_best	Precision_best	Recall_best	F1_best	AUC_best
blood_sugar	svc	0.5387205387205387	0.0	0.0	0.0	0.0	{'C': 1, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}	0	0	0	0
blood_sugar	decision_tree	0.5084175084175084	0.0	0.0	0.0	0.0	{'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}	0	0	0	0
blood_sugar	random_forest	0.5387205387205387	0.0	0.0	0.0	0.0	{'max_features': None, 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 5}	0	0	0	0
ecg	linear	0.006251243193325706	0.0	0.0	0.0	0.0	{'normalize': False}	{}	{}	{}	{}
ecg	knn	0.5858585858585859	0.0	0.0	0.0	0.0	{'n_neighbors': 40, 'weights': 'distance', 'leaf_size': 10, 'algorithm': 'brute', 'p': 1}	0	0	0	0
ecg	logistic	0.5791245791245792	0.0	0.0	0.0	0.0	{'penalty': 'l1', 'solver': 'liblinear'}	0	0	0	0
ecg	gaussian	0.5791245791245792	0.0	0.0	0.0	0.0	{}	0	0	0	0
ecg	svc	0.5858585858585859	0.0	0.0	0.0	0.0	{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}	0	0	0	0
ecg	decision_tree	0.5858585858585859	0.0	0.0	0.0	0.0	{'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}	0	0	0	0
ecg	random_forest	0.5858585858585859	0.0	0.0	0.0	0.0	{'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 1}	0	0	0	0
max_hr	linear	-0.13470714186445032	0.0	0.0	0.0	0.0	{'normalize': False}	{}	{}	{}	{}
max_hr	knn	0.7138047138047138	0.0	0.0	0.0	0.0	{'n_neighbors': 50, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}	0	0	0	0
max_hr	logistic	0.7104377104377104	0.0	0.0	0.0	0.0	{'penalty': 'l1', 'solver': 'lbfgs'}	0	0	0	0
max_hr	gaussian	0.6902356902356902	0.0	0.0	0.0	0.0	{}	0	0	0	0
max_hr	svc	0.7104377104377104	0.0	0.0	0.0	0.0	{'C': 10, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}	0	0	0	0
max_hr	decision_tree	0.7070707070707071	0.0	0.0	0.0	0.0	{'max_features': 'auto', 'max_leaf_nodes': 10, 'max_depth': 5}	0	0	0	0
max_hr	random_forest	0.7138047138047138	0.0	0.0	0.0	0.0	{'max_features': 'log2', 'max_leaf_nodes': 20, 'bootstrap': True, 'max_depth': 1}	0	0	0	0
exercise_induced_angina	linear	0.20695992179863143	0.0	0.0	0.0	0.0	{'normalize': True}	{}	{}	{}	{}
exercise_induced_angina	knn	0.7104377104377104	0.0	0.0	0.0	0.0	{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}	0	0	0	0
exercise_induced_angina	logistic	0.7104377104377104	0.0	0.0	0.0	0.0	{'penalty': 'l1', 'solver': 'liblinear'}	0	0	0	0
exercise_induced_angina	gaussian	0.7104377104377104	0.0	0.0	0.0	0.0	{}	0	0	0	0
exercise_induced_angina	svc	0.7104377104377104	0.0	0.0	0.0	0.0	{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}	0	0	0	0
exercise_induced_angina	decision_tree	0.7104377104377104	0.0	0.0	0.0	0.0	{'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}	0	0	0	0
exercise_induced_angina	random_forest	0.7104377104377104	0.0	0.0	0.0	0.0	{'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}	0	0	0	0
st_depression	linear	0.1524231366458626	0.0	0.0	0.0	0.0	{'normalize': True}	{}	{}	{}	{}
st_depression	knn	0.7003367003367004	0.0	0.0	0.0	0.0	{'n_neighbors': 10, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 2}	0	0	0	0
st_depression	logistic	0.6767676767676768	0.0	0.0	0.0	0.0	{'penalty': 'l1', 'solver': 'lbfgs'}	0	0	0	0
st_depression	gaussian	0.6767676767676768	0.0	0.0	0.0	0.0	{}	0	0	0	0
st_depression	svc	0.6801346801346801	0.0	0.0	0.0	0.0	{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}	0	0	0	0
st_depression	decision_tree	0.696969696969697	0.0	0.0	0.0	0.0	{'max_features': 'auto', 'max_leaf_nodes': 5, 'max_depth': 5}	0	0	0	0
st_depression	random_forest	0.7104377104377104	0.0	0.0	0.0	0.0	{'max_features': 'auto', 'max_leaf_nodes': 5, 'bootstrap': True, 'max_depth': 5}	0	0	0	0
slope	linear	0.11983680715626688	0.0	0.0	0.0	0.0	{'normalize': True}	{}	{}	{}	{}
slope	knn	0.6868686868686869	0.0	0.0	0.0	0.0	{'n_neighbors': 30, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}	0	0	0	0
slope	logistic	0.6868686868686869	0.0	0.0	0.0	0.0	{'penalty': 'l1', 'solver': 'liblinear'}	0	0	0	0
slope	gaussian	0.6868686868686869	0.0	0.0	0.0	0.0	{}	0	0	0	0
slope	svc	0.6868686868686869	0.0	0.0	0.0	0.0	{'C': 100, 'shrinking': True, 'gamma': 0.001, 'degree': 1, 'probability': True}	0	0	0	0
slope	decision_tree	0.6868686868686869	0.0	0.0	0.0	0.0	{'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}	0	0	0	0
slope	random_forest	0.6868686868686869	0.0	0.0	0.0	0.0	{'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}	0	0	0	0
num_major_vessels	linear	0.1343036489766367	0.0	0.0	0.0	0.0	{'normalize': False}	{}	{}	{}	{}
num_major_vessels	knn	0.7441077441077442	0.0	0.0	0.0	0.0	{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}	0	0	0	0
num_major_vessels	logistic	0.7441077441077442	0.0	0.0	0.0	0.0	{'penalty': 'l1', 'solver': 'liblinear'}	0	0	0	0
num_major_vessels	gaussian	0.7003367003367004	0.0	0.0	0.0	0.0	{}	0	0	0	0
num_major_vessels	svc	0.7441077441077442	0.0	0.0	0.0	0.0	{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}	0	0	0	0
num_major_vessels	decision_tree	0.7441077441077442	0.0	0.0	0.0	0.0	{'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}	0	0	0	0
num_major_vessels	random_forest	0.7441077441077442	0.0	0.0	0.0	0.0	{'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}	0	0	0	0
thal	linear	0.28405811770319245	0.0	0.0	0.0	0.0	{'normalize': True}	{}	{}	{}	{}
thal	knn	0.7643097643097643	0.0	0.0	0.0	0.0	{'n_neighbors': 20, 'weights': 'uniform', 'leaf_size': 10, 'algorithm': 'ball_tree', 'p': 1}	0	0	0	0
thal	logistic	0.7643097643097643	0.0	0.0	0.0	0.0	{'penalty': 'l1', 'solver': 'liblinear'}	0	0	0	0
thal	gaussian	0.7643097643097643	0.0	0.0	0.0	0.0	{}	0	0	0	0
thal	svc	0.7643097643097643	0.0	0.0	0.0	0.0	{'C': 1, 'shrinking': True, 'gamma': 0.0, 'degree': 1, 'probability': True}	0	0	0	0
thal	decision_tree	0.7643097643097643	0.0	0.0	0.0	0.0	{'max_features': 'auto', 'max_leaf_nodes': 2, 'max_depth': 1}	0	0	0	0
thal	random_forest	0.7643097643097643	0.0	0.0	0.0	0.0	{'max_features': 'auto', 'max_leaf_nodes': 2, 'bootstrap': True, 'max_depth': 1}	0	0	0	0
