+-------------------------+-----------+----------------+----------------+----------------+----------------+----------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+
|         Feature         | Estimator |    Accuracy    |   Precision    |     Recall     |       F1       |      AUC       |              Accuracy_best               |              Precision_best              |               Recall_best                |                 F1_best                  |                 AUC_best                 |
|       cholesterol       |  logistic | 0.525252525253 | 0.525252525253 | 0.525252525253 | 0.525252525253 | 0.525252525253 |   {'penalty': 'l1', 'solver': 'lbfgs'}   |   {'penalty': 'l1', 'solver': 'lbfgs'}   |   {'penalty': 'l1', 'solver': 'lbfgs'}   |   {'penalty': 'l1', 'solver': 'lbfgs'}   |   {'penalty': 'l1', 'solver': 'lbfgs'}   |
|       blood_sugar       |  gaussian | 0.515151515152 | 0.515151515152 | 0.515151515152 | 0.515151515152 | 0.515151515152 |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|       blood_sugar       |  logistic | 0.538720538721 | 0.538720538721 | 0.538720538721 | 0.538720538721 | 0.538720538721 | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} |
|           ecg           |  gaussian | 0.579124579125 | 0.579124579125 | 0.579124579125 | 0.579124579125 | 0.579124579125 |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|           ecg           |  logistic | 0.579124579125 | 0.579124579125 | 0.579124579125 | 0.579124579125 | 0.579124579125 | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} |
|          max_hr         |  gaussian | 0.686868686869 | 0.686868686869 | 0.686868686869 | 0.686868686869 | 0.686868686869 |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|          max_hr         |  logistic | 0.703703703704 | 0.703703703704 | 0.703703703704 | 0.703703703704 | 0.703703703704 |   {'penalty': 'l1', 'solver': 'lbfgs'}   |   {'penalty': 'l1', 'solver': 'lbfgs'}   |   {'penalty': 'l1', 'solver': 'lbfgs'}   |   {'penalty': 'l1', 'solver': 'lbfgs'}   |   {'penalty': 'l1', 'solver': 'lbfgs'}   |
| exercise_induced_angina |  gaussian | 0.710437710438 | 0.710437710438 | 0.710437710438 | 0.710437710438 | 0.710437710438 |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
| exercise_induced_angina |  logistic | 0.710437710438 | 0.710437710438 | 0.710437710438 | 0.710437710438 | 0.710437710438 | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} |
|      st_depression      |  gaussian | 0.680134680135 | 0.680134680135 | 0.680134680135 | 0.680134680135 | 0.680134680135 |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|      st_depression      |  logistic | 0.676767676768 | 0.676767676768 | 0.676767676768 | 0.676767676768 | 0.676767676768 | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} |
|          slope          |  gaussian | 0.686868686869 | 0.686868686869 | 0.686868686869 | 0.686868686869 | 0.686868686869 |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|          slope          |  logistic | 0.695652173913 | 0.695652173913 | 0.695652173913 | 0.695652173913 | 0.695652173913 | {'penalty': 'l2', 'solver': 'liblinear'} | {'penalty': 'l2', 'solver': 'liblinear'} | {'penalty': 'l2', 'solver': 'liblinear'} | {'penalty': 'l2', 'solver': 'liblinear'} | {'penalty': 'l2', 'solver': 'liblinear'} |
|    num_major_vessels    |  gaussian | 0.680134680135 | 0.680134680135 | 0.680134680135 | 0.680134680135 | 0.680134680135 |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|    num_major_vessels    |  logistic | 0.744107744108 | 0.744107744108 | 0.744107744108 | 0.744107744108 | 0.744107744108 | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} |
|           thal          |  gaussian | 0.76430976431  | 0.76430976431  | 0.76430976431  | 0.76430976431  | 0.76430976431  |                    {}                    |                    {}                    |                    {}                    |                    {}                    |                    {}                    |
|           thal          |  logistic | 0.76430976431  | 0.76430976431  | 0.76430976431  | 0.76430976431  | 0.76430976431  | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} | {'penalty': 'l1', 'solver': 'liblinear'} |
+-------------------------+-----------+----------------+----------------+----------------+----------------+----------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+
