Feature	Estimator	Accuracy	Precision	Recall	F1	AUC	Accuracy_best	Precision_best	Recall_best	F1_best	AUC_best
max_hr	logistic	0.6888888888888889	0.6578947368421053	0.6	0.6410256410256411	0.68	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'lbfgs'}	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'newton-cg'}
exercise_induced_angina	gaussian	0.7222222222222222	0.75	0.5384615384615384	0.6268656716417911	0.700603318250377	{}	{}	{}	{}	{}
exercise_induced_angina	logistic	0.7222222222222222	0.75	0.5384615384615384	0.6268656716417911	0.700603318250377	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'newton-cg'}	{'penalty': 'l1', 'solver': 'newton-cg'}	{'penalty': 'l1', 'solver': 'liblinear'}
st_depression	gaussian	0.6111111111111112	0.6451612903225806	0.45454545454545453	0.5333333333333333	0.607707509881423	{}	{}	{}	{}	{}
st_depression	logistic	0.6555555555555556	0.6511627906976745	0.6363636363636364	0.6436781609195402	0.6551383399209485	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}
slope	gaussian	0.6222222222222222	0.5490196078431373	0.717948717948718	0.6222222222222223	0.6334841628959277	{}	{}	{}	{}	{}
slope	logistic	0.6222222222222222	0.5490196078431373	0.717948717948718	0.6222222222222223	0.6334841628959277	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}
num_major_vessels	gaussian	0.7777777777777778	0.7441860465116279	0.7804878048780488	0.761904761904762	0.7779990044798407	{}	{}	{}	{}	{}
num_major_vessels	logistic	0.7777777777777778	0.7441860465116279	0.7804878048780488	0.761904761904762	0.7779990044798407	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}
thal	gaussian	0.7777777777777778	0.825	0.717391304347826	0.7674418604651162	0.7791501976284585	{}	{}	{}	{}	{}
thal	logistic	0.7777777777777778	0.825	0.717391304347826	0.7674418604651162	0.7791501976284585	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}	{'penalty': 'l1', 'solver': 'liblinear'}
